text_id	text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
17166	Ну, если это всего неделя, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э	-1	-1	1	0	-1	-1
17169	На карантине сознательный человек должен направлять себя...	-1	-1	2	1	-1	-1
17170	Вы должны были сделать это две недели назад и карантинировать страну таким же образом.	-1	-1	2	1	-1	-1
17172	Да, но не было никаких локодунов в 69, несмотря на то, что уровень смертности был выше.	-1	-1	1	1	-1	-1
17175	Люди, которые призывают к карантинам по всей стране, включая Питера и Москву, с ума сошли.	-1	-1	0	1	-1	-1
17184	Но я думаю, что они увеличат ответственность за нарушение карантина?	-1	-1	2	1	-1	-1
17187	Граница будет закрыта в результате пандемии, когда грипп покинет границу, может не открыться под предлогом карантина.	-1	-1	1	1	-1	-1
17188	Возможно, пациенты получают карантин домой, но им нужно что-то поесть, и они идут в магазин.	-1	-1	1	1	-1	-1
17189	Мы будем сидеть на карантине, пока они его не построят.	-1	-1	1	1	-1	-1
17191	В Китае до сих пор карантин, даже транспорт не был запущен, он все еще очень строгий, просто он не был связан с моей семьей, живя там.	-1	-1	1	1	-1	-1
17192	Слушай, я только для того, чтобы ошибаться.	-1	-1	1	1	-1	-1
17197	У кого-то есть все на карантине, маска сверху, машина с капельницей?	1	1	1	1	-1	-1
17198	Карантину требуется три месяца, чтобы остаться дома.	-1	-1	2	1	-1	-1
17200	Если карантинные меры будут приняты вовремя, все случаи смерти будут распространяться с течением времени, а эпидемия будет постепенно сокращаться.	-1	-1	2	2	-1	-1
17201	Я собираюсь сказать больше, до сих пор, несмотря на мировые обстоятельства, люди едут в аэропорт, и кто бы ни приходил сюда, он полностью игнорирует самоизоляция и карантин.	-1	-1	2	1	-1	-1
17202	Ну, полный карантин, чтобы вирус не перепрыгнул от одного человека к другому.	-1	-1	2	2	-1	-1
17204	Также можно оставить заявление о нарушении карантина на сайте, если вы считаете это уместным.	-1	-1	2	1	-1	-1
17209	Границы должны были быть закрыты сразу после прибытия первой инфекции из Италии, остальные палаты через две недели карантина до больницы!	-1	-1	2	1	-1	-1
17215	Мы все еще должны привлечь всех на карантин и военное положение, патруль.	-1	-1	1	1	-1	-1
17217	Мы думали, что пойдем на работу 1 апреля, и вот бита 14 марта карантин в стране до 20 апреля.	-1	-1	1	1	-1	-1
17221	Да, и коронавирус сейчас не лечится, сидит на карантине, даже доктор не придет, и ты не можешь пойти в клинику за помощью.	-1	-1	1	1	-1	-1
17225	Говорят, карантин в стране, выхода нет.	-1	-1	2	1	-1	-1
17228	Так что сиди дома, карантин, закрывайся и все такое.	-1	-1	1	1	-1	-1
17229	Если карантинная неделя сократит распространение вируса и власти решат продлить карантин еще на неделю, возможно, мы сможем сделать это быстро.	-1	-1	2	1	-1	-1
17230	Человек может быть болен без импотенции в течение 14 дней и ходить вокруг, чтобы заразить других, так что любой, кто приезжает из-за границы и находится под карантином дома в течение двух недель.	-1	-1	2	2	-1	-1
17232	Но если население выйдет из карантина и негде будет работать, тогда и придёт писец.	-1	-1	0	0	-1	-1
17234	И Китай снова отключает все телевизионные фильмы и карантинную волну.	-1	-1	1	1	-1	-1
17235	Пока эпидемия не закончится, нет причин ждать устойчивого спада, и вечные карантины лишь продлит это удовольствие на несколько месяцев вперед.	-1	-1	0	0	-1	-1
17237	И вам дали мягкую версию карантина (вместо комендантского часа и закрытия городских районов), вам дали отсрочка ипотеки и кредита без штрафов, вас перевели месяц назад, работодателей отрезали от налогов и страхования, оффшорных оффшорных компаний прижали и вы наложили налог на богатство.	-1	-1	2	1	-1	-1
17239	В Москве тысячи, и завтра они будут под карантином.	-1	-1	1	1	-1	-1
17245	Нам сказали, что каникулы, относящиеся к карантину, не откладываются и не продлеваются. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .	-1	-1	1	1	-1	-1
17249	Если работающий пенсионер в возрасте 65 лет был карантинирован правительственным приказом от 27-й Марты, но ему позвонили из горячей линии 30 марта, он получит отпуск по болезни от 27 марта?	-1	-1	1	1	-1	-1
17252	Рядом с Генуей живут товарищи, говорят, никаких гробов, и у них нет карантина.	-1	-1	1	1	-1	-1
17254	Москва была первой, кто ввел карантинные ограничения, которые другие губернаторы начали принимать в качестве модели — именно их федеральные власти фактически назначили ответственных за борьбу против коронавируса.	-1	-1	1	1	-1	-1
17255	Основной смысл этого текста заключается в том, что как можно скорее официальная статистика не зарегистрировала роста заболеваемости в Москве после отмены карантина в начале июня.	-1	-1	1	1	-1	-1
17257	"На русском языке написано о ""физических и юридических лицах, нарушающих карантинные меры, введенные для противодействия распространению новой коронавирусной инфекции на территории Российской Федерации""."	-1	-1	1	2	-1	-1
17258	Все посетители в карантине, если появляются симптомы, они проводят тесты... Вы хоть представляете, как можно сделать анализ для всех?	-1	-1	1	1	-1	-1
17261	Отвратительные ублюдки - это те, кто нарушает карантин, а не те, кто пишет о счёте и о мерах предупреждения против распространения ковра.	-1	-1	2	1	-1	-1
17263	Если вы хотите карантин и бороться с эпидемией, выключите ее, полуизмеряемая - это странно.	-1	-1	2	1	-1	-1
17264	Я уже три дня рассказываю своему ребенку о карантине.	-1	-1	1	1	-1	-1
17271	Таким образом, если все страны будут карантины, наше экономическое положение не улучшится, а только ухудшится)	-1	-1	0	0	-1	-1
17275	Откроются прямо сейчас в пандемии и карантине)	-1	-1	1	1	-1	-1
17276	Но карантин - это не праздник мая, это радикальная цель остановить эпидемию, так что это не для отдыха, просто для всех оставаться на своих местах сейчас, а не кататься в деревнях и садоводства, где нет никаких признаков корони...	-1	-1	2	2	-1	-1
17277	Он попросил всех пойти в спортзал и подождать карантина.	-1	-1	1	1	-1	-1
17280	Нарушение карантинного срока - это штраф и срок.	-1	-1	1	1	-1	-1
17282	Те, кто прибывает, отправляются в карантин, чтобы никто не контактировал или не заразился.	-1	-1	2	1	-1	-1
17283	Мой образ жизни, мое общение и мои отношения с четырьмя моими детьми не изменились с момента введения карантина.	-1	-1	1	1	-1	-1
17284	ВОЗ также считает, что с помощью такой меры предприниматели действительно возьмут на себя всю эту ответственность и что люди будут на самом деле поставлены под карантин?	-1	-1	1	1	-1	-1
17289	[USER], и прочтите, как Китаю помог общий карантин и страна с населением 1,4 миллиарда человек, с общим числом пациентов 80 000 человек.	-1	-1	2	2	-1	-1
17290	Единственное оружие против вируса для России - это карантин.	-1	-1	2	1	-1	-1
17292	Молодые люди окажутся в карантине в течение двух недель, но они, вероятно, выживут.	-1	-1	1	1	-1	-1
17294	Это настоящая причина для карантина всей толпы.	-1	-1	2	1	-1	-1
17297	Никто не карантиновал, и они не ввели его в принципе, так что не путай его.	-1	-1	1	1	-1	-1
17299	Никакого карантина, не путайся.	-1	-1	1	1	-1	-1
17302	На территории Российской Федерации и даже в некоторых регионах карантинный режим не введен и даже не введен.	-1	-1	1	1	-1	-1
17303	На основных маршрутах инфильтрации и передачи информации в тех же аэропортах не осуществляется карантинная деятельность.	-1	-1	2	1	-1	-1
17309	Никто не навещает кого-либо на карантине, может, и не побеспокоился.	-1	-1	1	1	-1	-1
17311	Налоги все еще будут платить, арендная плата все равно должна быть выплачена, и всем плевать, закрыта ли она для карантина.	-1	-1	0	0	-1	-1
17312	Скажи мне, как защитить продавцов, вы все пойдёте за покупками и выпьете толпами, и мне плевать на карантин.	-1	-1	1	1	-1	-1
17315	Так что это не прямой результат, что по крайней мере 10% из них были инфицированы наверняка) и неважно, сколько раз они возвращаются, все большие города будут карантинированы и все жители будут закрыты, так что эти погодные туры больше не будут происходить.	-1	-1	1	1	-1	-1
17316	Я давно жду полного карантина в Москве!	-1	-1	2	1	-1	-1
17322	Думаю, на карантинной неделе все поедут в Ашан на греческий.	-1	-1	1	1	-1	-1
17325	Распространение болезни русской элитой, прибывшей в Россию (которая не была ни испытана, ни карантинами)?	-1	-1	1	1	-1	-1
17327	Для предотвращения заражения, карантина, комендантского часа и т.д. (но их власти не контролировали их).	-1	-1	2	1	-1	-1
17329	Я разузнаю номер, и всех, кто был рядом с карантин-звонителем?	-1	-1	1	1	-1	-1
17330	Если ты в карантине и не заражаешь других, оставайся дома, читай, играй, проводи время со своими близкими!	-1	-1	2	1	-1	-1
17335	Это очень мило, и кто даст им деньги, чтобы заплатить всем, кому они должны во время карантина?	-1	-1	1	0	-1	-1
17336	Если мы не напугаем наших людей, они не будут носить маски, они не будут сидеть в карантине.	1	1	1	1	-1	-1
17339	Пенсионеры в карантине, и я уже встретил 10 человек на работе, которым ровно 65 лет.	-1	-1	1	1	-1	-1
17342	А потом, 4 апреля, Москву закрыли для карантина.	-1	-1	1	1	-1	-1
17344	У меня есть несколько коллег, с которыми я в одной комнате с плюс-один, и никто не посылает нас в карантин, чтобы связаться с ними.	-1	-1	1	1	-1	-1
17345	Я не очень заинтересован в нашем диалоге, и я не смотрю на парады, хороший карантин, я работаю здесь)	-1	-1	1	1	-1	-1
17348	Даже если мы все начнем дышать, любая причина, по которой они могут сказать нам не вводить карантин.	-1	-1	1	1	-1	-1
17352	Если вы уверены, что вы здоровы, что вы не в опасности для других (принадлежишь тем, кто находится в карантине и т.д.), то выходите и дышите воздухом, если хотите, но не толпа, но говорите это в гордом одиночестве и маленьком месте.	-1	-1	2	1	-1	-1
17355	"Другой вариант: ""Я мать-одиночка, я должен кормить своих детей, я не могу сидеть в карантине, у меня есть кредит, который я должен заплатить, я не могу и т.д."""	-1	-1	1	0	-1	-1
17357	Я чувствую этот карантин, и все заболеют.	-1	-1	0	0	-1	-1
17358	Я считаю, что рекомендации ВОЗ и карантинные меры являются оправданными.	-1	-1	2	1	-1	-1
17359	В некоторых московских школах был карантин с тех пор, как никто не кричал об этом?	-1	-1	1	1	-1	-1
17361	Лучше объявить карантин в стране до середины или конца апреля.	-1	-1	2	1	-1	-1
17364	Все на карантине, кроме скорой помощи.	-1	-1	2	1	-1	-1
17367	Две недели на карантин, работа из дома!	-1	-1	1	1	-1	-1
17369	(У них нет мозга)	-1	-1	2	1	-1	-1
17370	Я сижу дома на карантине, и никому нет дела до меня, так что, думаю, я справлюсь.	-1	-1	1	1	-1	-1
17373	Правила карантина требуют минимального расстояния в один метр между людьми.	-1	-1	1	1	-1	-1
17374	"И я объяснила, что Папа не нарушил условия карантина и, цитируя класс фильма, ""твоя аналогия неуместна""."	-1	-1	1	1	-1	-1
17375	"[USER], поскольку те, кто в настоящее время добавил covid19 в список таких болезней, как чума, сибирская язва и т.д., объявили о режиме в масках, карантине, смерти малых и средних предприятий, вынудив всех сделать прививку, 10 лет назад очень ""эффективно"" оптимизировала медицину, почти уничтожив инфекционные медицинские учреждения в целом в западном виде."	1	1	1	1	1	1
17377	Блокирование не произойдет, но мы выгоним школьников рано в отпуск, мы прогоним их позже (но это не точно), мы закроем детские клубы, мы отменим рождественские ёлки, и мы отменим все развлечения тоже.	-1	-1	1	1	-1	-1
17380	И зная, что многие люди не уважают карантин, меры довольно хороши.	-1	-1	1	1	-1	-1
17381	И через 20 минут я случайно спустился с той ветки... и карантин мог продержаться три месяца.	-1	-1	1	1	-1	-1
17384	Но я действительно думаю, что для рабочих есть какой-то несправедливый карантин.	-1	-1	0	1	-1	-1
17385	И это раздражает иметь эти плохие советы от каждого железа: что делать дома в карантине, спасибо за любезное слово.	-1	-1	1	1	-1	-1
17387	И когда я позвонил в горячую линию, они сказали, что он был в карантине две недели, но мы не дадим ему больницу.	-1	-1	1	1	-1	-1
17391	В СПБ рыночные арендаторы не будут закрываться, тем более уменьшая арендную плату во время карантина.	-1	-1	1	0	-1	-1
17394	И очень странный карантин – вы не можете собраться вместе для протестов, но метро все еще работает.	-1	-1	1	0	-1	-1
17397	Да, именно поэтому Кадыров организовал праздник в 100 человек после объявленного карантина;)	-1	-1	1	1	-1	-1
17401	Подожди две недели после карантина, ненадолго!	-1	-1	1	1	-1	-1
17405	Это здорово, но как вы проверяете на карантин, если у моих родителей есть собака, с которой можно ходить?	-1	-1	1	1	-1	-1
17410	Они закрываются только в США, которые, после карантина, решили пойти по всему городу ради мятежа и без зон, свободных от масок.	1	1	1	1	-1	-1
17412	Но теперь карантин) из-за этого) и ... около 30% алкоголя высвобождается через легкие, вирус патан для клеток легких, а алкоголь является самым сильным ингибитором вируса.	-1	-1	1	1	-1	-1
17419	Если бы не было шести месяцев карантина, как бы ВОЗ узнала, что эти меры не были эффективными?	-1	-1	0	1	-1	-1
17421	Даже в российской реальности сейчас более важно строго соблюдать карантин, чем поместить больных в больницу.	-1	-1	2	2	-1	-1
17422	"Вот почему карантины, чтобы ""неиспытанные"" дома не заразились..."	-1	-1	2	2	-1	-1
17424	Также, после объявления карантина, все молодые люди ходили вокруг, не верили ни во что, и пожилые не были втянуты в это... самое важное время было потеряно.	-1	-1	2	1	-1	-1
17430	Калининградская область уже находится в наземном карантине.	-1	-1	1	1	-1	-1
17433	Что, если я работаю на себя, а у моей организации нет карантинов и клиентов?	-1	-1	0	0	-1	-1
17437	Это то, что вы могли сказать месяц или два назад, когда миллионерский город был карантинирован в Китае, и все было тихо и тихо в Европе и Америке.	-1	-1	1	1	-1	-1
17449	Просто держи карантин, и пандемия пройдет быстрее.	-1	-1	2	2	-1	-1
17451	Они получат карантин на миллион долларов.	-1	-1	1	1	-1	-1
17452	Это тот вид полета, который остался, чтобы вернуть наших граждан домой, и это верно, с принудительным карантином сразу после того, как они слетают с самолета.	-1	-1	2	2	-1	-1
17454	Как карантин вообще оплачивается.	-1	-1	1	1	-1	-1
17458	У меня есть расписание с половиной, компания никогда не отпустит всех на выходные... и мы также пойдем на всех, кто сидит на карантине...	-1	-1	1	1	-1	-1
17459	Не знаю, в карантине много вещей закрыто, это ты трахаешься.	-1	-1	1	1	-1	-1
17463	Или ты просто обиделась, что тебя не измерили новым модным счетчиком, когда ты приехала и не получила особой карантинной награды?	-1	-1	1	1	-1	-1
17464	Еще в январе всем странам пришлось отрезать все связи с Китаем на пару месяцев, и все их граждане от поездов, кораблей и т.д. до карантина, удалить больных из здоровых, позволить им сидеть по крайней мере 28 дней, и все они находятся в домашнем режиме.	-1	-1	2	2	-1	-1
17469	Итак, жизнеобеспечение, мы не всегда под карантином.	-1	-1	1	1	-1	-1
17473	Вы можете найти его на эли экспрессе, но не ясно, доберутся ли они туда, и когда доберутся, учитывая наш карантин и позицию и китайцев.	-1	-1	1	1	-1	-1
17476	В двухлетнем возрасте, стреляющем в двухлетнего ребенка в карантине, семья из трех не является частью трамвая.	-1	-1	1	1	-1	-1
17479	У нас нет круглосуточного залога, и у нас нет универсального карантина, иначе это был бы форс-мажор, и ваши люди не потеряют денег, но получат его в страховке.	-1	-1	1	1	-1	-1
17480	Вот о чём я говорю... я пописал на твой карантин незаявленной, и сам пошёл на хуй.	-1	-1	0	1	-1	-1
17482	Согласен, я притормозим, но если это недельный отпуск, и это двухнедельный карантин, люди выбегут на улицы через неделю, и они будут еще более активными... и карантин - на две недели.	-1	-1	1	1	-1	-1
17483	Зачем сидеть неделю и карантин две недели?	-1	-1	1	1	-1	-1
17485	И вы не думали, что если инфекционист, который профессионал в этой области, был спокойно карантинирован, потому что это было не очень опасно, и проблема была выдумана.	-1	-1	0	1	-1	-1
17488	Я просто не фарисеи. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .	-1	-1	2	2	-1	-1
17490	Я согласен с тобой и Ириной, что лучше объявить карантин.	-1	-1	2	1	-1	-1
17491	Если вы не знаете, все, кто вернулся из-за границы, обязаны находиться в карантинной изоляции в течение 14 дней.	-1	-1	1	1	-1	-1
17492	Ежедневно поступают уведомления о жителях нашего города, которые вернулись домой из различных стран и нуждаются в B.L. Carantine.	-1	-1	1	1	-1	-1
17493	Вот почему объявленный карантин бесполезен из-за таких людей, как ты.	-1	-1	1	1	-1	-1
17495	Наниматель больше всего беспокоится о выплате арендной платы... и о том, что делать с тем, чтобы не платить или не терять помещения, если каждый получит карантин...	-1	-1	1	1	-1	-1
17496	Он тоже убил первого русского в возрасте 16 лет за нарушение карантина?	-1	-1	1	1	-1	-1
17498	Если бы не были приняты карантинные меры, все могло бы быть гораздо хуже.	-1	-1	2	1	-1	-1
17501	Не было никакого универсального карантина или закрытия магазина... именно потому, что люди там носят дисциплинарные маски и социальные дистанции без принуждения.	2	1	1	1	-1	-1
17507	Мой друг летит на победе, если на борту самолета с лихорадкой есть по крайней мере один человек, тогда команда отправляется на карантин дома.	-1	-1	1	1	-1	-1
17510	Карантина... сколько обвинений было предъявлено за Скрипали...	-1	-1	1	1	-1	-1
17513	Если бы люди соблюдали надлежащие меры, гигиену и непосещали школу, то не было бы необходимости в полном карантине.	-1	-1	1	1	-1	-1
17514	Нет, я имею в виду, что будет длинный карантин, и это займет время, и поэтому работа и производство поднимутся.	-1	-1	1	0	-1	-1
17519	Это примерно недельный карантин, который будет стоить бизнесу и гражданам, соответственно.	-1	-1	0	1	-1	-1
17524	Почему ты бредишь, я согласен, что карантин был забавным, но как он может отменить существование эпидемии?	-1	-1	1	1	-1	-1
17527	Сравнить оспу и икру не менее опасно, если бы была оспа или болезнь Эболы с механизмом распределения, похожим на ковид, мы бы не сидели на забавном карантине, и настоящий не просил бы власти закрыть церкви на время ограничения, армия бы захлопнула двери церкви, и люди вроде Сергии сидели бы в местах не так далеко, и вместо того, чтобы сидеть в комментариях, вы были бы мобилизованы на могилы.	-1	-1	1	1	-1	-1
